T,lambda_,eta_mu,xi,p,forget_acc,test_acc,verification_err
4,0.01,0.01,0.001,0.01,93.0,94.81052631578947,tensor(18.0990)
4,0.01,0.01,0.01,0.001,93.0,94.81052631578947,tensor(18.0990)
4,0.01,0.01,0.01,0.01,93.0,94.81052631578947,tensor(18.0990)
4,0.01,0.01,0.1,0.001,93.0,94.81052631578947,tensor(18.0990)
4,0.01,0.01,0.1,0.01,93.0,94.81052631578947,tensor(18.0990)
4,0.01,0.1,0.001,0.001,22.0,17.705263157894738,tensor(59.3876)
4,0.01,0.1,0.001,0.01,22.0,17.705263157894738,tensor(59.3876)
4,0.01,0.1,0.01,0.001,17.0,11.705263157894738,tensor(63.2062)
4,0.01,0.1,0.01,0.01,17.0,11.705263157894738,tensor(63.2062)
4,0.01,0.1,0.1,0.001,93.0,94.81052631578947,tensor(18.0990)
4,0.01,0.1,0.1,0.01,93.0,94.81052631578947,tensor(18.0990)
4,0.1,0.001,0.001,0.001,93.0,94.81052631578947,tensor(18.0990)
4,0.1,0.001,0.001,0.01,93.0,94.81052631578947,tensor(18.0990)
4,0.1,0.001,0.01,0.001,93.0,94.81052631578947,tensor(18.0990)
4,0.1,0.001,0.01,0.01,93.0,94.81052631578947,tensor(18.0990)
4,0.1,0.001,0.1,0.001,93.0,94.81052631578947,tensor(18.0990)
4,0.1,0.001,0.1,0.01,93.0,94.81052631578947,tensor(18.0990)
4,0.1,0.01,0.001,0.001,93.0,94.81052631578947,tensor(18.0990)
4,0.1,0.01,0.001,0.01,93.0,94.81052631578947,tensor(18.0990)
4,0.1,0.01,0.01,0.001,93.0,94.81052631578947,tensor(18.0990)
4,0.1,0.01,0.01,0.01,93.0,94.81052631578947,tensor(18.0990)
4,0.1,0.01,0.1,0.001,90.0,91.28421052631579,tensor(18.1433)
4,0.1,0.01,0.1,0.01,90.0,91.28421052631579,tensor(18.1433)
4,0.1,0.1,0.001,0.001,26.0,20.05263157894737,tensor(126.4851)
4,0.1,0.1,0.001,0.01,26.0,20.05263157894737,tensor(126.4851)
4,0.1,0.1,0.01,0.001,12.0,10.578947368421053,tensor(20.6132)
4,0.1,0.1,0.01,0.01,12.0,10.578947368421053,tensor(20.6132)
4,0.1,0.1,0.1,0.001,50.0,44.28421052631579,tensor(18.2236)
4,0.1,0.1,0.1,0.01,50.0,44.28421052631579,tensor(18.2236)
4,1.0,0.001,0.001,0.001,93.0,94.81052631578947,tensor(18.0990)
4,1.0,0.001,0.001,0.01,93.0,94.81052631578947,tensor(18.0990)
4,1.0,0.001,0.01,0.001,93.0,94.81052631578947,tensor(18.0990)
4,1.0,0.001,0.01,0.01,93.0,94.81052631578947,tensor(18.0990)
4,1.0,0.001,0.1,0.001,93.0,94.81052631578947,tensor(18.0990)
4,1.0,0.001,0.1,0.01,93.0,94.81052631578947,tensor(18.0990)
4,1.0,0.01,0.001,0.001,93.0,94.81052631578947,tensor(18.0990)
4,1.0,0.01,0.001,0.01,93.0,94.81052631578947,tensor(18.0990)
4,1.0,0.01,0.01,0.001,93.0,94.81052631578947,tensor(18.0990)
4,1.0,0.01,0.01,0.01,93.0,94.81052631578947,tensor(18.0990)
4,1.0,0.01,0.1,0.001,93.0,94.81052631578947,tensor(18.0990)
4,1.0,0.01,0.1,0.01,93.0,94.81052631578947,tensor(18.0990)
4,1.0,0.1,0.001,0.001,9.0,9.957894736842105,tensor(443.6868)
4,1.0,0.1,0.001,0.01,9.0,9.957894736842105,tensor(443.6868)
4,1.0,0.1,0.01,0.001,22.0,18.094736842105263,tensor(156.2776)
4,1.0,0.1,0.01,0.01,22.0,18.094736842105263,tensor(156.2776)
4,1.0,0.1,0.1,0.001,22.0,18.53684210526316,tensor(87.8820)
4,1.0,0.1,0.1,0.01,22.0,18.53684210526316,tensor(87.8820)
4,10.0,0.001,0.001,0.001,93.0,94.81052631578947,tensor(18.0990)
4,10.0,0.001,0.001,0.01,93.0,94.81052631578947,tensor(18.0990)
4,10.0,0.001,0.01,0.001,93.0,94.81052631578947,tensor(18.0990)
4,10.0,0.001,0.01,0.01,93.0,94.81052631578947,tensor(18.0990)
4,10.0,0.001,0.1,0.001,93.0,94.81052631578947,tensor(18.0990)
4,10.0,0.001,0.1,0.01,93.0,94.81052631578947,tensor(18.0990)
4,10.0,0.01,0.001,0.001,93.0,94.81052631578947,tensor(18.0990)
4,10.0,0.01,0.001,0.01,93.0,94.81052631578947,tensor(18.0990)
4,10.0,0.01,0.01,0.001,93.0,94.81052631578947,tensor(18.0990)
4,10.0,0.01,0.01,0.01,93.0,94.81052631578947,tensor(18.0990)
4,10.0,0.01,0.1,0.001,93.0,94.81052631578947,tensor(18.0990)
4,10.0,0.01,0.1,0.01,93.0,94.81052631578947,tensor(18.0990)
4,10.0,0.1,0.001,0.001,5.0,2.905263157894737,tensor(1991.2345)
4,10.0,0.1,0.001,0.01,5.0,2.905263157894737,tensor(1991.2345)
4,10.0,0.1,0.01,0.001,11.0,9.894736842105264,tensor(264.0041)
4,10.0,0.1,0.01,0.01,11.0,9.894736842105264,tensor(264.0041)
4,10.0,0.1,0.1,0.001,6.0,6.315789473684211,tensor(133.5048)
4,10.0,0.1,0.1,0.01,6.0,6.315789473684211,tensor(133.5048)
4,100.0,0.001,0.001,0.001,93.0,94.81052631578947,tensor(18.0990)
4,100.0,0.001,0.001,0.01,93.0,94.81052631578947,tensor(18.0990)
4,100.0,0.001,0.01,0.001,93.0,94.81052631578947,tensor(18.0990)
4,100.0,0.001,0.01,0.01,93.0,94.81052631578947,tensor(18.0990)
4,100.0,0.001,0.1,0.001,93.0,94.81052631578947,tensor(18.0990)
4,100.0,0.001,0.1,0.01,93.0,94.81052631578947,tensor(18.0990)
4,100.0,0.01,0.001,0.001,93.0,94.81052631578947,tensor(18.0990)
4,100.0,0.01,0.001,0.01,93.0,94.81052631578947,tensor(18.0990)
4,100.0,0.01,0.01,0.001,93.0,94.81052631578947,tensor(18.0990)
4,100.0,0.01,0.01,0.01,93.0,94.81052631578947,tensor(18.0990)
4,100.0,0.01,0.1,0.001,93.0,94.81052631578947,tensor(18.0990)
4,100.0,0.01,0.1,0.01,93.0,94.81052631578947,tensor(18.0990)
4,100.0,0.1,0.001,0.001,11.0,11.4,tensor(26517.5879)
4,100.0,0.1,0.001,0.01,11.0,11.4,tensor(26517.5879)
4,100.0,0.1,0.01,0.001,5.0,6.947368421052632,tensor(3776.9382)
4,100.0,0.1,0.01,0.01,5.0,6.947368421052632,tensor(3776.9382)
4,100.0,0.1,0.1,0.001,12.0,10.31578947368421,tensor(59.3698)
4,100.0,0.1,0.1,0.01,12.0,10.31578947368421,tensor(59.3698)
5,0.001,0.001,0.001,0.001,93.0,94.81052631578947,tensor(18.0990)
5,0.001,0.001,0.001,0.01,93.0,94.81052631578947,tensor(18.0990)
5,0.001,0.001,0.01,0.001,93.0,94.81052631578947,tensor(18.0990)
5,0.001,0.001,0.01,0.01,93.0,94.81052631578947,tensor(18.0990)
5,0.001,0.001,0.1,0.001,93.0,94.81052631578947,tensor(18.0990)
5,0.001,0.001,0.1,0.01,93.0,94.81052631578947,tensor(18.0990)
5,0.001,0.01,0.001,0.001,93.0,94.81052631578947,tensor(18.0990)
5,0.001,0.01,0.001,0.01,93.0,94.81052631578947,tensor(18.0990)
5,0.001,0.01,0.01,0.001,93.0,94.81052631578947,tensor(18.0990)
5,0.001,0.01,0.01,0.01,93.0,94.81052631578947,tensor(18.0990)
5,0.001,0.01,0.1,0.001,91.0,88.76842105263158,tensor(17.9913)
5,0.001,0.01,0.1,0.01,91.0,88.76842105263158,tensor(17.9913)
5,0.001,0.1,0.001,0.001,93.0,94.81052631578947,tensor(18.0990)
5,0.001,0.1,0.001,0.01,93.0,94.81052631578947,tensor(18.0990)
5,0.001,0.1,0.01,0.001,93.0,94.81052631578947,tensor(18.0990)
5,0.001,0.1,0.01,0.01,93.0,94.81052631578947,tensor(18.0990)
5,0.001,0.1,0.1,0.001,85.0,87.28421052631579,tensor(17.9211)
5,0.001,0.1,0.1,0.01,85.0,87.28421052631579,tensor(17.9211)
5,0.01,0.001,0.001,0.001,93.0,94.81052631578947,tensor(18.0990)
5,0.01,0.001,0.001,0.01,93.0,94.81052631578947,tensor(18.0990)
5,0.01,0.001,0.01,0.001,93.0,94.81052631578947,tensor(18.0990)
5,0.01,0.001,0.01,0.01,93.0,94.81052631578947,tensor(18.0990)
5,0.01,0.001,0.1,0.001,93.0,94.81052631578947,tensor(18.0990)
5,0.01,0.001,0.1,0.01,93.0,94.81052631578947,tensor(18.0990)
5,0.01,0.01,0.001,0.001,93.0,94.81052631578947,tensor(18.0990)
5,0.01,0.01,0.001,0.01,93.0,94.81052631578947,tensor(18.0990)
5,0.01,0.01,0.01,0.001,93.0,94.81052631578947,tensor(18.0990)
5,0.01,0.01,0.01,0.01,93.0,94.81052631578947,tensor(18.0990)
5,0.01,0.01,0.1,0.001,93.0,94.81052631578947,tensor(18.0990)
5,0.01,0.01,0.1,0.01,93.0,94.81052631578947,tensor(18.0990)
5,0.01,0.1,0.001,0.001,19.0,17.28421052631579,tensor(58.6105)
5,0.01,0.1,0.001,0.01,19.0,17.28421052631579,tensor(58.6105)
5,0.01,0.1,0.01,0.001,7.0,5.673684210526316,tensor(62.4721)
5,0.01,0.1,0.01,0.01,7.0,5.673684210526316,tensor(62.4721)
5,0.01,0.1,0.1,0.001,93.0,94.81052631578947,tensor(18.0990)
5,0.01,0.1,0.1,0.01,93.0,94.81052631578947,tensor(18.0990)
5,0.1,0.001,0.001,0.001,93.0,94.81052631578947,tensor(18.0990)
5,0.1,0.001,0.001,0.01,93.0,94.81052631578947,tensor(18.0990)
5,0.1,0.001,0.01,0.001,93.0,94.81052631578947,tensor(18.0990)
5,0.1,0.001,0.01,0.01,93.0,94.81052631578947,tensor(18.0990)
5,0.1,0.001,0.1,0.001,93.0,94.81052631578947,tensor(18.0990)
5,0.1,0.001,0.1,0.01,93.0,94.81052631578947,tensor(18.0990)
5,0.1,0.01,0.001,0.001,93.0,94.81052631578947,tensor(18.0990)
5,0.1,0.01,0.001,0.01,93.0,94.81052631578947,tensor(18.0990)
5,0.1,0.01,0.01,0.001,93.0,94.81052631578947,tensor(18.0990)
5,0.1,0.01,0.01,0.01,93.0,94.81052631578947,tensor(18.0990)
5,0.1,0.01,0.1,0.001,90.0,91.21052631578948,tensor(18.1311)
5,0.1,0.01,0.1,0.01,90.0,91.21052631578948,tensor(18.1311)
5,0.1,0.1,0.001,0.001,27.0,18.936842105263157,tensor(123.6740)
5,0.1,0.1,0.001,0.01,27.0,18.936842105263157,tensor(123.6740)
5,0.1,0.1,0.01,0.001,12.0,12.021052631578947,tensor(19.6035)
5,0.1,0.1,0.01,0.01,12.0,12.021052631578947,tensor(19.6035)
5,0.1,0.1,0.1,0.001,67.0,56.22105263157895,tensor(18.1735)
5,0.1,0.1,0.1,0.01,67.0,56.22105263157895,tensor(18.1735)
5,1.0,0.001,0.001,0.001,93.0,94.81052631578947,tensor(18.0990)
5,1.0,0.001,0.001,0.01,93.0,94.81052631578947,tensor(18.0990)
5,1.0,0.001,0.01,0.001,93.0,94.81052631578947,tensor(18.0990)
5,1.0,0.001,0.01,0.01,93.0,94.81052631578947,tensor(18.0990)
5,1.0,0.001,0.1,0.001,93.0,94.81052631578947,tensor(18.0990)
5,1.0,0.001,0.1,0.01,93.0,94.81052631578947,tensor(18.0990)
5,1.0,0.01,0.001,0.001,93.0,94.81052631578947,tensor(18.0990)
5,1.0,0.01,0.001,0.01,93.0,94.81052631578947,tensor(18.0990)
5,1.0,0.01,0.01,0.001,93.0,94.81052631578947,tensor(18.0990)
5,1.0,0.01,0.01,0.01,93.0,94.81052631578947,tensor(18.0990)
5,1.0,0.01,0.1,0.001,93.0,94.81052631578947,tensor(18.0990)
5,1.0,0.01,0.1,0.01,93.0,94.81052631578947,tensor(18.0990)
5,1.0,0.1,0.001,0.001,12.0,8.105263157894736,tensor(424.6378)
5,1.0,0.1,0.001,0.01,12.0,8.105263157894736,tensor(424.6378)
5,1.0,0.1,0.01,0.001,20.0,16.86315789473684,tensor(153.6376)
5,1.0,0.1,0.01,0.01,20.0,16.86315789473684,tensor(153.6376)
5,1.0,0.1,0.1,0.001,16.0,13.6,tensor(87.5990)
5,1.0,0.1,0.1,0.01,16.0,13.6,tensor(87.5990)
5,10.0,0.001,0.001,0.001,93.0,94.81052631578947,tensor(18.0990)
5,10.0,0.001,0.001,0.01,93.0,94.81052631578947,tensor(18.0990)
5,10.0,0.001,0.01,0.001,93.0,94.81052631578947,tensor(18.0990)
5,10.0,0.001,0.01,0.01,93.0,94.81052631578947,tensor(18.0990)
5,10.0,0.001,0.1,0.001,93.0,94.81052631578947,tensor(18.0989)
5,10.0,0.001,0.1,0.01,93.0,94.81052631578947,tensor(18.0989)
5,10.0,0.01,0.001,0.001,93.0,94.81052631578947,tensor(18.0990)
5,10.0,0.01,0.001,0.01,93.0,94.81052631578947,tensor(18.0990)
5,10.0,0.01,0.01,0.001,93.0,94.81052631578947,tensor(18.0990)
5,10.0,0.01,0.01,0.01,93.0,94.81052631578947,tensor(18.0990)
5,10.0,0.01,0.1,0.001,93.0,94.81052631578947,tensor(18.0990)
5,10.0,0.01,0.1,0.01,93.0,94.81052631578947,tensor(18.0990)
5,10.0,0.1,0.001,0.001,9.0,8.663157894736843,tensor(1968.2169)
5,10.0,0.1,0.001,0.01,9.0,8.663157894736843,tensor(1968.2169)
5,10.0,0.1,0.01,0.001,9.0,10.873684210526315,tensor(240.8597)
5,10.0,0.1,0.01,0.01,9.0,10.873684210526315,tensor(240.8597)
5,10.0,0.1,0.1,0.001,4.0,3.1894736842105265,tensor(126.1910)
5,10.0,0.1,0.1,0.01,4.0,3.1894736842105265,tensor(126.1910)
5,100.0,0.001,0.001,0.001,93.0,94.81052631578947,tensor(18.0990)
5,100.0,0.001,0.001,0.01,93.0,94.81052631578947,tensor(18.0990)
5,100.0,0.001,0.01,0.001,93.0,94.81052631578947,tensor(18.0990)
5,100.0,0.001,0.01,0.01,93.0,94.81052631578947,tensor(18.0990)
5,100.0,0.001,0.1,0.001,93.0,94.81052631578947,tensor(18.0990)
5,100.0,0.001,0.1,0.01,93.0,94.81052631578947,tensor(18.0990)
5,100.0,0.01,0.001,0.001,93.0,94.81052631578947,tensor(18.0990)
5,100.0,0.01,0.001,0.01,93.0,94.81052631578947,tensor(18.0990)
5,100.0,0.01,0.01,0.001,93.0,94.81052631578947,tensor(18.0990)
5,100.0,0.01,0.01,0.01,93.0,94.81052631578947,tensor(18.0990)
5,100.0,0.01,0.1,0.001,93.0,94.81052631578947,tensor(18.0990)
5,100.0,0.01,0.1,0.01,93.0,94.81052631578947,tensor(18.0990)
5,100.0,0.1,0.001,0.001,1.0,4.6947368421052635,tensor(30055.8965)
5,100.0,0.1,0.001,0.01,1.0,4.6947368421052635,tensor(30055.8965)
5,100.0,0.1,0.01,0.001,6.0,7.08421052631579,tensor(3777.7668)
5,100.0,0.1,0.01,0.01,6.0,7.08421052631579,tensor(3777.7668)
5,100.0,0.1,0.1,0.001,12.0,10.052631578947368,tensor(47.3419)
5,100.0,0.1,0.1,0.01,12.0,10.052631578947368,tensor(47.3419)
